LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,MSEstm,stmDrtn,stmDly,MSEstmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS,MI,Thresholded,r,theta,X,Y,pval,z,rThrshlded
128,200818,2,1,31,0,175,2,1,0,1,40,400,1,5,3,0.382,25.686,28.462,NaN,NaN,-0.48105864,1,0.401027192,2.521996164,-0.326481388,0.23287918,1.31e-21,46.1561462,0
128,200818,2,1,61,0,150,2,1,1,1,0,400,1,5,2,0.49,36,11,NaN,NaN,-0.114042428,0,0.437819853,2.171676021,-0.247529465,0.361130707,1.02e-26,56.93080838,0
128,200818,2,1,91,0,150,2,1,0,1,0,400,1,5,4,0,45.268,43.572,NaN,NaN,-0.114042428,0,0.365022124,2.374272639,-0.262733333,0.253401553,5.14e-18,38.50669261,0
128,200818,2,1,121,30,150,2,1,1,1,0,400,1,5,3,0.022,19,4,NaN,NaN,-0.197397879,0,0.432459933,2.336917303,-0.299844026,0.311633044,3.2e-26,55.91945655,0
128,200818,2,1,151,30,150,2,1,0,1,0,400,1,5,2,0.308,28.346,28.312,NaN,NaN,-0.197397879,0,0.356063252,2.592815842,-0.303780074,0.185738273,1.1e-18,40.06280848,0
128,200818,2,1,184,30,150,2,1,1,1,40,400,1,4,1,0.746,41,14,NaN,NaN,0.153499887,0,0.295749549,2.387627037,-0.215595507,0.202450914,1.51e-11,24.40351497,0
128,200818,2,1,213,30,150,2,1,0,1,40,400,1,5,1,0.154,30.088,29.798,NaN,NaN,0.153499887,0,0.712064502,2.405509718,-0.527713933,0.478073069,2.91e-66,128.7871071,0
129,200814,2,1,2,30,50,2,1,0,1,0,400,1,2,3,0.44,29.726,30.906,NaN,NaN,-0.066862865,0,0.504509923,-2.993010221,-0.498951194,-0.074685799,2.19e-24,50.90605246,0
129,200814,2,1,32,30,50,2,1,1,1,0,400,1,2,4,0.66,26,17,NaN,NaN,-0.066862865,0,0.455536289,-0.112048629,0.452679675,-0.050935479,2.08e-18,38.5974758,0
129,200814,2,1,62,30,75,2,1,0,1,20,400,1,5,1,0,26.032,22.578,NaN,NaN,0.287107022,0,0.259008168,-0.89404913,0.162206562,-0.201926379,6.18e-07,14.08789854,0
129,200814,2,1,92,30,75,2,1,1,1,20,400,1,5,0,34.366,47,23,NaN,NaN,0.287107022,0,0.386874924,-1.816551617,-0.09412241,-0.375250821,4.51e-18,38.46575721,0
129,200814,2,1,125,30,60,2,1,0,1,40,400,1,5,0,24.998,24.558,26.332,NaN,NaN,0.115950898,0,0.413360097,-0.268141495,0.398588654,-0.109515543,9.18e-17,35.36937988,0
129,200814,2,1,155,30,60,2,1,1,1,40,400,1,4,0,0,31,26,NaN,NaN,0.115950898,0,0.430486169,-0.908442002,0.264738253,-0.339458391,8.15e-21,44.10576537,0
129,200814,2,1,185,30,50,2,1,0,1,60,400,1,5,0,0.536,30.316,31.442,NaN,NaN,0.194965213,0,0.304204138,-0.286141175,0.291835252,-0.085862351,5.98e-08,16.28706774,0
129,200814,2,1,215,30,50,2,1,1,1,60,400,1,5,1,0.692,45,30,NaN,NaN,0.194965213,0,0.297751353,-0.657003701,0.235767192,-0.18185076,5.29e-10,20.92278485,0
130,200814,2,1,62,30,350,2,1,1,1,20,400,1,5,4,0.712,30,10,NaN,NaN,0.018053482,0,0.294652093,-2.653970399,-0.260310212,-0.138052343,1.08e-09,20.22902645,0
130,200814,2,1,92,30,350,2,1,0,1,20,400,1,5,5,1.822,28.936,19.932,NaN,NaN,0.018053482,0,0.195742262,-1.437547886,0.026005237,-0.194007115,0.000707406,7.203226209,0
130,200814,2,1,125,30,300,2,1,1,1,40,400,1,5,0,1.378,44,24,NaN,NaN,0.387531141,0,0.256581442,-2.981968707,-0.253319554,-0.040782836,1.99e-07,15.20766236,0
130,200814,2,1,155,30,300,2,1,0,1,40,400,1,5,3,0.746,19.422,20.796,NaN,NaN,0.387531141,0,0.365250253,1.426143374,0.052650465,0.361435577,3.39e-08,16.67596843,0
130,200814,2,1,185,30,275,2,1,1,1,60,400,1,5,3,0.93,39,29,NaN,NaN,-0.14057163,0,0.122516395,-0.345027082,0.11529605,-0.04143776,0.036072004,3.317269019,0
130,200814,2,1,215,30,275,2,1,0,1,60,400,1,5,2,31.186,51.758,43.574,NaN,NaN,-0.14057163,0,0.273473827,-2.369575241,-0.195945315,-0.190770459,1.83e-07,15.25673857,0
130,200814,2,2,2,0,125,2,1,1,1,60,800,1,2,9,1.47,1,0,NaN,NaN,-0.875,1,0.205063797,-0.062142993,0.204667972,-0.012735078,0.000776027,7.106646208,0
130,200814,2,2,32,0,125,2,1,0,1,60,800,1,2,0,0,15,14,NaN,NaN,-0.875,1,0.645062105,1.464032017,0.068738848,0.641389187,5.53e-17,33.28840952,0
129,200814,2,3,29,0,37,2,1,0,1,40,600,1,5,0,1.158,31.66,22.068,NaN,NaN,0.205121768,0,0.293629238,0.088783074,0.292472742,0.026035072,1.47e-07,15.43304519,0
129,200814,2,3,63,0,37,2,1,1,1,40,600,1,5,0,0.298,48,27,NaN,NaN,0.205121768,0,0.314210269,-0.214005343,0.307042541,-0.066730584,8.43e-13,27.15022556,0
129,200815,3,1,5,0,50,2,1,0,1,20,600,1,2,3,0.812,32.172,32.706,NaN,NaN,0.027624977,0,0.513379423,2.160917905,-0.285676163,0.426553117,2.21e-19,40.06088166,0
129,200815,3,1,35,30,50,2,1,1,1,20,600,1,2,3,0.2,34,5,NaN,NaN,0.027624977,0,0.373140195,-1.420879863,0.055730553,-0.36895489,9.5e-16,33.41606529,0
129,200815,3,1,65,30,60,2,1,0,1,60,600,1,5,0,0,26.304,28.5,NaN,NaN,0.168962467,0,0.250403108,-0.374567143,0.233041678,-0.091614915,3.9e-06,12.28953643,0
129,200815,3,1,95,30,60,2,1,1,1,60,600,1,4,2,0,37,28,NaN,NaN,0.168962467,0,0.266477368,-0.736948729,0.197332501,-0.179081187,3.08e-06,12.497793,0
129,200815,3,1,126,0,55,2,1,0,1,60,600,1,5,1,0,51.716,52.92,NaN,NaN,-0.037265835,0,0.362210257,-0.582297309,0.302518537,-0.199195394,1.97e-12,26.10805779,0
129,200815,3,1,157,30,55,2,1,1,1,60,600,1,5,1,0,48,34,NaN,NaN,-0.037265835,0,0.233193669,-0.795159097,0.163275487,-0.166494452,1.5e-05,10.98461604,0
130,200815,3,1,5,0,300,2,1,1,1,20,600,1,2,4,2.374,27,0,NaN,NaN,0.058782009,0,0.289432541,-0.997524276,0.15698355,-0.243161183,0.017167647,4.021017401,0
130,200815,3,1,35,30,300,2,1,0,1,20,600,1,5,0,1.478,24.002,21.174,NaN,NaN,0.058782009,0,0.11087229,-2.966535244,-0.109177778,-0.019310036,0.319632696,1.143217811,0
130,200815,3,1,65,30,300,2,1,1,1,60,600,1,4,0,1.572,22,16,NaN,NaN,-0.355802173,1,0.228038724,-2.368901636,-0.163283653,-0.159185766,0.001032053,6.812217385,0
130,200815,3,1,95,30,300,2,1,0,1,60,600,1,4,1,1.296,46.302,44.242,NaN,NaN,-0.355802173,1,0.34557592,-2.412895994,-0.257814471,-0.230118263,1.51e-07,15.28610774,0
130,200815,3,1,126,0,275,2,1,1,1,60,600,1,5,3,1.326,42,32,NaN,NaN,-0.034482759,0,0.297427748,-2.696466084,-0.268445251,-0.128064096,4.54e-05,9.819422452,0
130,200815,3,1,157,30,275,2,1,0,1,60,600,1,5,2,0,45,30,NaN,NaN,-0.034482759,0,0.439456565,-1.985802899,-0.177187105,-0.40215271,7.22e-10,20.0846955,0
129,200815,3,2,3,0,50,2,1,0,1,40,600,1,5,4,0.326,31.77,30.416,NaN,NaN,0.048375019,0,0.402336499,-0.452054658,0.3619224,-0.175746507,9.22e-17,35.45055023,0
129,200815,3,2,33,30,50,2,1,1,1,40,600,1,4,0,1.186,35,30,NaN,NaN,0.048375019,0,0.32305796,-0.910846747,0.198059411,-0.255223265,9.16e-13,27.03090937,0
129,200815,3,2,63,30,45,2,1,0,1,20,600,1,2,0,0,25,17,NaN,NaN,0.285714286,0,0.228699297,1.288144421,0.063784989,0.219624323,0.000721146,7.165561457,0
129,200815,3,2,93,30,45,2,1,1,1,20,600,1,5,0,0.71,45,33,NaN,NaN,0.285714286,0,0.333494334,-0.669380968,0.261528233,-0.206933454,1.4e-13,28.80558402,0
129,200815,3,2,128,0,75,2,1,0,1,0,600,1,5,0,0,27.164,29.206,NaN,NaN,-0.061840357,0,0.35934411,-0.139207312,0.355867923,-0.04986192,1.37e-12,26.47127884,0
129,200815,3,2,158,30,75,2,1,1,1,0,600,1,5,0,0,24,20,NaN,NaN,-0.061840357,0,0.340320404,-0.92068092,0.205988547,-0.270899789,6.41e-14,29.53358424,0
130,200815,3,2,3,0,175,2,1,1,1,40,600,1,5,0,1.854,41,38,NaN,NaN,0.424056129,0,0.160723006,0.747004852,0.11792684,0.109202312,0.009901931,4.598075455,0
130,200815,3,2,33,30,175,2,1,0,1,40,600,1,5,3,0.844,16.582,25.17,NaN,NaN,0.424056129,0,0.245855194,0.11888825,0.24411973,0.029160486,0.000451376,7.616041814,0
130,200815,3,2,63,30,45,2,1,1,1,20,600,1,5,1,1.496,46,27,NaN,NaN,0.46031746,0,0.161909844,-0.263656705,0.156314799,-0.04219575,0.006388015,5.033241156,0
130,200815,3,2,93,30,45,2,1,0,1,20,600,1,2,1,0,17,15,NaN,NaN,0.46031746,0,0.454617863,1.248797997,0.143869649,0.431252739,1.21e-10,21.70112712,0
130,200815,3,2,128,0,75,2,1,1,1,0,600,1,4,0,0.956,53,41,NaN,NaN,0.532190454,0,0.127134819,-0.081485303,0.126712975,-0.010348159,0.025327998,3.669060546,0
130,200815,3,2,158,30,75,2,1,0,1,0,600,1,5,2,2.134,16.182,17.512,NaN,NaN,0.532190454,0,0.425182548,0.590670996,0.353142668,0.236792008,3.21e-12,25.30922783,0
129,200816,3,1,2,30,50,2,1,0,1,0,600,1,5,3,1.8,40.556,37,NaN,NaN,-0.006902031,0,0.39854639,2.684530913,-0.357636824,0.175883847,7.41e-14,29.06757822,0
129,200816,3,1,32,30,50,2,1,1,1,0,600,1,5,0,0,40,40,NaN,NaN,-0.006902031,0,0.418146601,-0.65015634,0.332840168,-0.253108678,1.37e-18,39.34048057,0
129,200816,3,1,62,30,45,2,1,0,1,40,600,1,5,0,0,43.558,40.73,NaN,NaN,0.03800879,0,0.514965799,-0.296332678,0.492520412,-0.150377584,1.37e-24,51.18162642,0
129,200816,3,1,92,30,45,2,1,1,1,40,600,1,5,0,0,47,29,NaN,NaN,0.03800879,0,0.326608688,-0.570901243,0.274813219,-0.176496261,3.14e-13,28.0550609,0
129,200816,3,1,125,30,40,2,1,0,1,20,600,1,5,0,0,47.506,48.854,NaN,NaN,-0.005354157,0,0.375404773,-0.119207428,0.372740602,-0.044645124,1.59e-13,28.4676062,0
129,200816,3,1,155,30,40,2,1,1,1,20,600,1,5,0,0,47,38,NaN,NaN,-0.005354157,0,0.36371092,-0.699629533,0.27826824,-0.234205934,8.35e-16,33.60055079,0
130,200816,3,1,2,30,300,2,1,1,1,0,600,1,2,2,1.578,23,6,NaN,NaN,-0.143580578,0,0.326046932,2.82880639,-0.310227103,0.100328195,1.25e-08,17.75320253,0
130,200816,3,1,32,30,300,2,1,0,1,0,600,1,4,5,1.714,30.712,8.538,NaN,NaN,-0.143580578,0,0.408976407,2.129272249,-0.216714266,0.346838043,1e-15,33.11781685,0
130,200816,3,1,62,30,275,2,1,1,1,40,600,1,5,7,1.01,31,21,NaN,NaN,0.006526186,0,0.112507596,-2.739594978,-0.103538628,-0.044019446,0.054245973,2.911330581,0
130,200816,3,1,92,30,275,2,1,0,1,40,600,1,5,2,1.584,30.598,22.204,NaN,NaN,0.006526186,0,0.121762608,-0.007654761,0.121759041,-0.000932055,0.040480924,3.202444664,0
130,200816,3,1,125,30,200,2,1,1,1,20,600,1,5,1,0.994,59,32,NaN,NaN,0.29445578,0,0.058999459,2.409802052,-0.043894365,0.039423608,0.434129855,0.835424688,0
130,200816,3,1,155,30,200,2,1,0,1,20,600,1,5,1,1.114,32.158,19.77,NaN,NaN,0.29445578,0,0.073641736,1.304873642,0.019353021,0.071053261,0.315380464,1.155121429,0
130,200816,3,1,189,0,150,2,1,1,1,60,600,1,5,2,1.376,69,36,NaN,NaN,0.58533223,0,0.163211998,-0.76856049,0.117335067,-0.113448836,0.004500034,5.380907583,0
130,200816,3,1,219,30,150,2,1,0,1,60,600,1,5,0,2.098,18.048,15.412,NaN,NaN,0.58533223,0,0.521101302,1.210134322,0.183893379,0.487575422,1.35e-18,38.28806592,0
129,200818,3,1,2,0,45,2,1,0,1,40,400,1,2,3,0.368,36.038,38.358,NaN,NaN,-0.756323408,1,0.279886231,-2.916829152,-0.272846209,-0.062379873,3.88e-08,16.76396865,0
129,200818,3,1,33,0,45,2,1,1,1,40,400,1,2,0,0.666,5,0,NaN,NaN,-0.756323408,1,0.440288323,-0.700169597,0.336702974,-0.283698633,1.67e-22,47.68803652,0
129,200818,3,1,72,0,50,2,1,0,1,0,400,1,4,3,0,23.144,9.262,NaN,NaN,0.266945395,0,0.736681895,1.98035136,-0.293347614,0.675756902,2.33e-37,71.093728,0
129,200818,3,1,102,0,50,2,1,1,1,0,400,1,5,2,0.166,40,8,NaN,NaN,0.266945395,0,0.084584293,-0.038716996,0.084520905,-0.003274032,0.161365457,1.824398164,0
129,200818,3,1,132,0,50,2,1,0,1,0,600,1,5,1,0,30.322,29.046,NaN,NaN,0.184037028,0,0.448050473,2.007491167,-0.189501512,0.40600296,4.16e-06,11.84420437,0
129,200818,3,1,162,0,50,2,1,1,1,0,600,1,5,0,0.19,44,42,NaN,NaN,0.184037028,0,0.485374731,1.697740043,-0.06144992,0.481469144,1.21e-20,43.11271916,0
129,200818,3,1,192,0,45,2,1,0,1,40,600,1,5,0,0.736,50.876,41.22,NaN,NaN,-0.008683929,0,0.379751327,-1.174989888,0.146414037,-0.35039121,3.54e-16,34.32223479,0
129,200818,3,1,222,0,45,2,1,1,1,40,600,1,5,0,0.188,50,38,NaN,NaN,-0.008683929,0,0.516370878,1.498673526,0.037209835,0.515028458,7.4e-25,51.72794348,0
129,200818,3,1,252,0,40,2,1,0,1,20,600,1,5,0,1.122,36.762,36.786,NaN,NaN,-0.024553385,0,0.306538862,-1.105875642,0.137437283,-0.274001947,2.77e-11,23.77341663,0
129,200818,3,1,282,0,40,2,1,1,1,20,600,1,5,0,0.854,35,32,NaN,NaN,-0.024553385,0,0.343911056,-0.748182403,0.252061562,-0.233965346,5.53e-12,25.19253545,0
129,200818,3,1,312,0,35,2,1,0,1,60,600,1,5,0,0.182,38,31.59,NaN,NaN,0.126436782,0,0.268185226,-0.950369309,0.155918237,-0.218203618,3.08e-09,19.27544852,0
129,200818,3,1,342,0,35,2,1,1,1,60,600,1,4,0,3.05,49,41,NaN,NaN,0.126436782,0,0.275839919,0.038150061,0.27563921,0.010520757,6.91e-08,16.20667173,0
130,200818,3,1,2,0,150,2,1,1,1,40,400,1,0,0,0,9,0,NaN,NaN,-0.489853758,1,NaN,0,NaN,NaN,NaN,NaN,0
130,200818,3,1,33,0,150,2,1,0,1,40,400,1,2,4,3.254,26.284,13,NaN,NaN,-0.489853758,1,0.549235573,1.510384567,0.033160109,0.548233638,9.23e-28,57.3153457,0
130,200818,3,1,72,0,175,2,1,1,1,0,400,1,4,5,1.012,28,9,NaN,NaN,-0.087025987,0,0.194068194,-1.221676366,0.066385099,-0.182360858,0.000714991,7.193530579,0
130,200818,3,1,102,0,175,2,1,0,1,0,400,1,5,3,2.042,33.338,19,NaN,NaN,-0.087025987,0,0.687073461,1.641407348,-0.048474654,0.685361327,2.12e-27,53.34390332,0
130,200818,3,1,132,0,175,2,1,1,1,0,600,1,5,4,0.898,24,20,NaN,NaN,-0.294117647,0,0.38951957,2.446432637,-0.299132029,0.249490531,6.26e-14,29.28302068,0
130,200818,3,1,162,0,175,2,1,0,1,0,600,1,5,3,1.986,44,42,NaN,NaN,-0.294117647,0,0.240483814,1.532640467,0.00917364,0.240308779,5.14e-06,12.02915267,0
130,200818,3,1,192,0,150,2,1,1,1,40,600,1,5,3,1.636,56,7,NaN,NaN,0.685224195,0,0.194787906,0.97614748,0.109123674,0.161351641,0.000339802,7.929946612,0
130,200818,3,1,222,0,150,2,1,0,1,40,600,1,5,1,0.828,10.46,7.538,NaN,NaN,0.685224195,0,0.132879681,-1.120572256,0.05782489,-0.11963817,0.040712093,3.195918761,0
130,200818,3,1,252,0,125,2,1,1,1,20,600,1,5,1,1.77,26,12,NaN,NaN,-0.026436007,0,0.333792628,1.621793474,-0.017015094,0.333358673,9.97e-07,13.48151973,0
130,200818,3,1,282,0,125,2,1,0,1,20,600,1,5,2,3.038,27.412,25.476,NaN,NaN,-0.026436007,0,0.227787425,-2.530480834,-0.186560312,-0.130699506,7.02e-07,14.00951991,0
130,200818,3,1,312,0,100,2,1,1,1,60,600,1,2,0,1.932,29,0,NaN,NaN,0.260869565,0,0.760872945,1.513800649,0.043342993,0.759637429,1.42e-17,32.41994774,1
130,200818,3,1,342,0,100,2,1,0,1,60,600,1,2,2,8.74,17,16,NaN,NaN,0.260869565,0,0.384202634,1.317401356,0.09631651,0.371933857,2.01e-12,25.97965292,1
